ID	start	end	transcription
BP-S9-D-62	1121.014	1122.271	うんうんうん
BP-S9-B-201	1122.72	1123.28	あの
BP-S9-B-202	1124.845	1128.115	目立たない所に南門にもアメリカンドッグっていうのありますね
BP-S9-C-72	1128.181	1129.201	あー
BP-S9-B-203	1130.953	1135.743	いやあの 東にあけば 位置的に言っちゃ悪いですけど潰せますよね
BP-S9-B-204	1136.207	1137.347	南のほうは
BP-S9-C-73	1137.561	1138.311	うーん
BP-S9-A-77	1141.181	1143.161	もし正門で出すんだったら
BP-S9-A-78	1143.471	1144.051	なんかこの
BP-S9-A-79	1145.186	1150.289	チュロスしか甘いものがないんで甘いのでやっても勝負できるんじゃないかなって思います
BP-S9-C-74	1147.061	1147.521	うん
BP-S9-C-75	1148.231	1148.949	あー
BP-S9-B-205	1148.63	1149.2	あー
BP-S9-D-63	1148.711	1149.665	うんうん
BP-S9-D-64	1150.892	1152.574	ポップコーンとかどうですか
BP-S9-B-206	1152.571	1153.611	ほーほー
BP-S9-A-80	1152.671	1153.941	あー
BP-S9-C-76	1152.888	1153.595	あー
BP-S9-D-65	1153.514	1154.741	ふーん
BP-S9-B-207	1155.536	1156.166	なるほど
BP-S9-D-66	1155.776	1156.407	うん
BP-S9-C-77	1158.38	1159.55	お いいな楽だもん
BP-S9-B-208	1159.096	1159.366	うん
BP-S9-D-68	1165.953	1166.498	うーん
BP-S9-D-69	1169.434	1170.053	うん
BP-S9-A-81	1172.505	1173.865	あと30秒です
BP-S9-B-209	1173.396	1174.536	す うわー
BP-S9-C-78	1174.2	1175.58	じゃ ちょっとどっちか決めましょうよ
BP-S9-B-210	1175.721	1176.031	はい
BP-S9-C-79	1176.22	1176.85	どっちがいいですかね
BP-S9-A-82	1176.275	1177.655	私は東で
BP-S9-B-211	1177.911	1178.201	うん
BP-S9-A-83	1178.46	1181.501	ホットドッグか から揚げ棒が良いと思います
BP-S9-C-80	1179.155	1179.615	はい
BP-S9-C-81	1183.76	1186.5	北でポップコーンに行きます 楽そうなんで
BP-S9-B-212	1186.615	1189.185	あー確かに 楽って言うのありますよね
BP-S9-B-213	1191.505	1194.905	唐揚げ棒さすだけって言っても そこまで揚げる
BP-S9-B-214	1195.72	1196.95	手間とかが
BP-S9-A-84	1197.46	1198.22	あー
BP-S9-B-215	1198.21	1200.47	あと10秒
BP-S9-D-70	1199.59	1200.241	ほー
BP-S9-A-85	1206.535	1206.855	あ
BP-S9-B-216	1206.961	1207.791	あ
BP-S9-A-86	1207.92	1208.63	終わった
