ID	start	end	transcription
TP-S3-D-0	3.166	4.498	はい よろしくお願いします
TP-S3-A-0	3.6	4.472	じゃあ 宜しくお願いします
TP-S3-B-0	3.811	4.727	あっ宜しくお願いします
TP-S3-C-0	4.19	5.257	しまーす
TP-S3-D-1	8.575	9.437	おもてなし計画
TP-S3-D-2	9.451	10.046	{LAUGH}
TP-S3-A-1	9.939	10.898	外国人
TP-S3-A-3	12.964	13.81	{LAUGH}
TP-S3-D-3	13.327	13.861	あ でも
TP-S3-D-4	14.525	14.827	そん
TP-S3-D-5	15.105	16.975	どこでやってもそんなに
TP-S3-B-1	17.135	17.581	まあ
TP-S3-D-6	17.91	19.412	まあ変わりはないかな
TP-S3-B-2	19.67	20.072	まー
TP-S3-D-7	19.875	20.19	っていう
TP-S3-B-3	20.678	22.572	まあ ヨ ヨーロッパ系の人と
TP-S3-D-8	22.927	23.516	仮定しとfきますか
TP-S3-B-4	23.325	26.516	仮定しておきましょ なんか日本にちょっと憧れをもってる
TP-S3-D-9	23.516	23.861	{LAUGH}
TP-S3-A-4	23.755	24.516	仮定しましょうか
TP-S3-D-10	24.416	24.655	はい
TP-S3-D-11	25.461	26.172	ふんふんふん
TP-S3-D-12	27.305	29.298	で 一泊二日となると
TP-S3-B-5	27.361	27.724	うん
TP-S3-D-13	29.614	31.259	結構時間限られますよね
TP-S3-B-6	30.879	31.883	うん
TP-S3-A-5	31.024	31.794	そうですね
TP-S3-D-14	32.329	32.679	で
TP-S3-B-7	32.931	33.287	うん
TP-S3-D-15	33.43	34.035	あれじゃないですか
TP-S3-D-16	34.253	34.742	成田
TP-S3-D-17	35.205	35.75	来て
TP-S3-D-18	36.717	36.941	{LAUGH}
TP-S3-D-19	38.094	38.314	で
TP-S3-D-20	38.314	38.635	{LAUGH}
TP-S3-A-6	38.538	39.568	成田きて
TP-S3-D-21	38.953	39.755	成田来たってことは
TP-S3-D-22	39.974	40.501	大体
TP-S3-D-23	40.746	42.815	関東圏じゃないと周れないっすよね 多分
TP-S3-B-8	42.285	43.305	そうですね
TP-S3-C-1	43.001	44.19	そうっすねー
TP-S3-D-24	43.505	43.981	うん
TP-S3-B-9	44.142	44.612	まあ
TP-S3-A-7	44.544	47.627	あ 新幹線使うって手もありますけど そうすると疲労が
TP-S3-B-10	44.748	45.275	うん
TP-S3-A-8	47.916	48.487	ちょっと
TP-S3-D-25	47.979	50.055	それもそ  うですし 結構時間取っ
TP-S3-B-11	48.3	48.853	ですね
TP-S3-D-26	50.461	52.112	ちゃうんすよね だっ なんか
TP-S3-B-12	52.31	52.733	うん
TP-S3-D-27	52.357	53.681	例えば京都行くとかだったら
TP-S3-A-9	52.614	53.087	じゃ かん
TP-S3-B-13	54.931	57.65	まあ一番無難なのはまあ 東京観光
TP-S3-B-14	58.116	58.69	程度が
TP-S3-D-28	58.888	61.951	そーすね 一番無難っちゃ無難ですよね
TP-S3-A-10	59.127	59.63	ですかね
TP-S3-B-15	59.389	60.275	多分ですね
TP-S3-B-16	61.503	62.075	そうですね
TP-S3-A-11	62.57	65.39	東京観光ですと やっぱりスカイツリーですかね
TP-S3-B-17	65.698	67.41	あさ あさ 浅草とか
TP-S3-D-29	65.81	66.366	あー
TP-S3-A-12	66.016	66.439	最初は
TP-S3-B-18	68.204	69.285	その辺の
TP-S3-A-13	68.896	69.342	あ
TP-S3-B-19	69.551	70.12	まあなんか
TP-S3-B-20	71.502	72.799	と あの あの辺の結構
TP-S3-D-30	73.259	74.518	浅草とかスカイツリー
TP-S3-B-21	74.39	76.122	そうですね あの下町っぽい
TP-S3-B-22	76.485	81.111	ところってなんかその日本のなんか外国人が抱いてる日本って結構
TP-S3-B-23	81.698	83.911	あの ふる 古臭いってかなんかそういう
TP-S3-D-31	84.407	85.227	そうすよね
TP-S3-B-24	84.465	86.496	なんていうんだろ ちょっと下町感ある
TP-S3-A-15	85.403	86.079	そうですね
TP-S3-D-32	85.492	85.948	まあなんか
TP-S3-B-25	87.17	87.651	あれ
TP-S3-B-26	88.128	91.079	あっそういうイメージが強いとまあ 個個人的に思うんで
TP-S3-D-33	88.144	88.598	まあ
TP-S3-D-34	89.9	90.12	あっ
TP-S3-D-35	90.351	91.009	うんー 
TP-S3-D-36	91.427	92.992	あいつら忍者とか好きっすからね
TP-S3-B-27	91.711	92.037	とか
TP-S3-B-28	92.764	93.525	ですよね
TP-S3-D-37	93.001	93.335	{LAUGH}
TP-S3-B-29	94.088	94.558	そうそう
TP-S3-D-38	95.055	97.096	って考えると なんかあんまり多分
TP-S3-B-30	95.148	95.561	とか
TP-S3-D-39	97.338	98.96	東京観光にしても
TP-S3-B-31	98.937	99.324	はい
TP-S3-D-40	99.659	100.033	なんか
TP-S3-D-41	100.681	101.281	すごい
TP-S3-D-42	102.335	104.105	なんか今の東京見せるよりは
TP-S3-D-43	104.822	105.65	なんか こう
TP-S3-D-44	106.569	109.189	なんかぶん 文化財的な方見せたほうがいいんすかね
TP-S3-B-32	108.769	110.04	そうですよね
TP-S3-D-45	110.45	110.901	あっでも
TP-S3-D-46	111.84	113.748	あれです まあヨーロッパ人ならそうっすね
TP-S3-B-33	113.681	114.379	ですよね
TP-S3-D-47	114.074	116.061	これで中国人だと多分秋葉でなんか
TP-S3-B-34	116.094	116.777	{LAUGH}
TP-S3-D-48	116.62	117.879	カメラとか買わせた方が
TP-S3-B-36	117.918	118.24	はー
TP-S3-D-49	118.188	119.029	いいと思うんすけど
TP-S3-B-37	120.035	123.638	まあたしかに結構あっ秋葉原って手も確かに
TP-S3-D-50	123.829	124.435	うーん
TP-S3-B-38	123.99	124.98	あるっちゃあるんですけど
TP-S3-D-51	124.666	126.759	逆になんかお土産買うときに最後に
TP-S3-B-39	127.04	127.633	あー
TP-S3-D-52	127.398	129.787	とか なんか めん 免税ショップでどうぞいってらっしゃいみたいな
TP-S3-B-40	127.907	128.768	あーそうですね
TP-S3-A-16	129.77	130.198	{LAUGH}
TP-S3-D-53	129.787	130.038	{LAUGH}
TP-S3-B-41	130.068	130.505	うーん
TP-S3-A-17	130.807	134.016	完全に中国人 とか韓国人の感覚ですよね
TP-S3-B-42	133.011	133.65	{LAUGH}
TP-S3-A-18	134.016	135.211	{LAUGH}
TP-S3-B-43	134.385	134.662	うーん
TP-S3-C-2	136.048	137.509	夏ってことを考えると
TP-S3-D-54	137.607	138.027	うん
TP-S3-C-3	137.729	139.93	花火大会とか 結構やってるんで
TP-S3-D-55	138.843	140.919	あーいいっすね 花火大会
TP-S3-B-44	138.948	139.881	あー
TP-S3-A-19	138.95	139.592	あー
TP-S3-A-20	139.864	140.233	なんか
TP-S3-A-21	140.475	141.585	隅田川 とか
TP-S3-B-45	141.551	144.409	そ じゃもうほんと浅草とかその辺周辺ですよね
TP-S3-A-22	141.964	142.612	ありそうですね
TP-S3-B-46	145.409	147.075	あー そっすね 花火大会とか
TP-S3-D-56	149.585	150.57	うん 花火大会
TP-S3-A-23	149.914	150.557	あと
TP-S3-A-24	150.837	151.716	まー夏ですと
TP-S3-A-25	152.238	154.28	お台場は必ず何かしらやってますし
TP-S3-B-47	153.768	154.6	あー
TP-S3-D-57	154.08	155.29	あーそうですね
TP-S3-B-48	154.944	155.46	いいですね
TP-S3-D-58	160.2	164.355	とは言え 向こうの人が こっちのテレビ に 関心を持つかどうか
TP-S3-D-59	164.759	165.49	ってなると
TP-S3-D-60	166.312	168.19	どうな んすかね 個人的に うん
TP-S3-A-26	167.111	167.729	どうなんですかね
TP-S3-B-49	167.881	168.168	うん
TP-S3-A-27	168.122	168.394	め
TP-S3-A-28	168.681	170.24	メディア関係は どうなんでしょう
TP-S3-D-61	170.794	171.722	こうなんか例えば
TP-S3-D-62	172.02	172.944	日本人も
TP-S3-D-63	173.425	174.242	なんか海外の
TP-S3-D-64	174.575	176.359	普通の番組とかよくわからないじゃないですか
TP-S3-B-50	176.374	177.518	まあ興味ないです 正直
TP-S3-A-29	177.133	177.527	そうですね
TP-S3-D-65	177.229	178.361	あっでも あん あんま興味ないじゃないですか
TP-S3-C-5	177.45	178.074	うーん
TP-S3-A-30	177.527	177.71	{LAUGH}
TP-S3-D-66	178.361	178.848	{LAUGH}
TP-S3-B-51	178.501	178.827	はい
TP-S3-D-67	179.543	179.974	だから
TP-S3-D-68	180.52	180.885	多分
TP-S3-D-69	181.183	182.865	なんかタレント見せられるよりは
TP-S3-B-52	182.912	183.607	はあああ
TP-S3-A-31	183.39	184.161	そうですね
TP-S3-D-70	183.45	186.633	あの はい 多分日本もうちょっとなんかこう
TP-S3-B-53	184.659	185.1	うん
TP-S3-D-71	187.011	188.487	そういうメディア系よりも
TP-S3-C-6	188.412	188.731	うん
TP-S3-C-7	189.064	189.879	文化的な
TP-S3-D-72	189.458	191.164	ぶ 文化的かもしくは しゃか
TP-S3-C-8	190.151	190.548	うん
TP-S3-B-54	190.648	191.25	あー
TP-S3-D-73	191.776	195.562	あの 家電とかのショッピングとかそっちに向けたほうが個人的には
TP-S3-A-33	192.08	192.396	え ちょっ
TP-S3-B-55	195.379	196.114	ほーん
TP-S3-A-34	195.466	197.751	でちょっとお台場サンカクって感じですかね
TP-S3-D-74	197.835	198.144	と
TP-S3-D-75	198.488	199.451	個人的には思ってます
TP-S3-B-56	199.557	199.77	あー
TP-S3-D-76	199.685	199.933	はい
TP-S3-B-57	201.539	202.572	まあ あれですね
TP-S3-B-58	202.855	208.001	池袋とか新宿とかああいう日本の現実をみせるよりかはそうですね なんか
TP-S3-D-78	206.849	208.077	{LAUGH}
TP-S3-A-35	207.205	208.166	{LAUGH}
TP-S3-B-59	208.001	208.5	{LAUGH}
TP-S3-A-36	208.531	209.185	現実
TP-S3-D-79	208.535	209.098	現実
TP-S3-B-60	208.937	209.757	{LAUGH}
TP-S3-D-80	209.109	209.461	{LAUGH}
TP-S3-A-37	209.19	210.075	{LAUGH}
TP-S3-D-81	209.998	210.424	シュールだ
TP-S3-D-82	210.431	210.77	{LAUGH}
TP-S3-B-61	210.918	211.379	{LAUGH}
TP-S3-C-9	211.361	213.351	けど渋谷とか外国人多いっすよね
TP-S3-D-83	213.385	215.172	あーそうっすね 渋谷は
TP-S3-B-62	213.787	215.092	あーたしかにあー
TP-S3-B-63	215.314	215.61	うん
TP-S3-D-84	215.698	216.88	あれはなんなんですかね なんか
TP-S3-B-64	217.68	218.481	普通に
TP-S3-D-85	217.972	219.821	セレクトショップとか行くんすかね それとも
TP-S3-D-86	220.481	221.683	あっまるきゅー まるきゅーっすか
TP-S3-B-65	221.469	224.066	うーん そう 俺あんま新宿詳しくないんすよ 俺
TP-S3-D-87	221.911	222.548	まるきゅー行く
TP-S3-D-88	224.139	227.283	俺も しん 新宿 新宿でも外人そんな
TP-S3-A-39	224.468	224.887	うん
TP-S3-B-66	227.819	229.911	うん まあ 俺あんま行かないんで
TP-S3-C-10	228.007	229.979	新宿はあんまいない気がする
TP-S3-A-40	228.429	230.809	新宿はほんとに 韓国人が多いですよね
TP-S3-D-89	228.92	229.305	はい
